,level_0,index,id,state_name,district_name,crop_year,season,crop,area,production,production_cc
3363,3363,183800,6244afe315052cfb22f1cc3a,Kerala,WAYANAD,2009,Kharif,Sesamum,5.0,0.29,NA
3364,3364,183809,6244afe315052cfb22f1cc43,Kerala,WAYANAD,2009,Whole Year,Sugarcane,7.0,23.8,30.0
3365,3365,183963,6244afe315052cfb22f1ccdd,Madhya Pradesh,BARWANI,2009,Whole Year,Linseed,1.0,NA,NA
3366,3366,184135,6244afe315052cfb22f1cd89,Madhya Pradesh,CHHINDWARA,2009,Rabi,Urad,1.0,1.0,1.0
3367,3367,184293,6244afe315052cfb22f1ce27,Madhya Pradesh,DHAR,2009,Whole Year,Tobacco,1.0,1.0,NA
3368,3368,184376,6244afe315052cfb22f1ce7a,Madhya Pradesh,HARDA,2009,Kharif,Urad,1.0,2.5,2.0
3369,3369,184421,6244afe315052cfb22f1cea7,Madhya Pradesh,HOSHANGABAD,2009,Whole Year,Cotton(lint),2.0,NA,NA
3370,3370,184465,6244afe315052cfb22f1ced3,Madhya Pradesh,INDORE,2009,Whole Year,Sesamum,1.0,NA,NA
3371,3371,184509,6244afe315052cfb22f1ceff,Madhya Pradesh,JHABUA,2009,Rabi,Jowar,1.0,762.0,1523.0
3372,3372,184593,6244afe315052cfb22f1cf53,Madhya Pradesh,KHANDWA,2009,Whole Year,Mesta,1.0,NA,NA
3373,3373,184704,6244afe315052cfb22f1cfc2,Madhya Pradesh,MORENA,2009,Rabi,Urad,1.0,1.0,1.0
3374,3374,184731,6244afe315052cfb22f1cfdd,Madhya Pradesh,NARSINGHPUR,2009,Rabi,Small millets,1.0,NA,NA
3375,3375,184837,6244afe315052cfb22f1d047,Madhya Pradesh,RAISEN,2009,Whole Year,Mesta,1.0,NA,NA
3376,3376,184879,6244afe315052cfb22f1d071,Madhya Pradesh,RATLAM,2009,Rabi,Moong(Green Gram),1.0,1.5,NA
3377,3377,184906,6244afe315052cfb22f1d08c,Madhya Pradesh,REWA,2009,Kharif,Cowpea(Lobia),1.0,1.0,NA
3378,3378,184949,6244afe315052cfb22f1d0b7,Madhya Pradesh,SAGAR,2009,Rabi,Moong(Green Gram),1.0,38.33,NA
3379,3379,184954,6244afe315052cfb22f1d0bc,Madhya Pradesh,SAGAR,2009,Whole Year,Castor seed,1.0,NA,NA
3380,3380,185008,6244afe315052cfb22f1d0f2,Madhya Pradesh,SATNA,2009,Whole Year,Sunflower,1.0,NA,NA
3381,3381,185088,6244afe315052cfb22f1d142,Madhya Pradesh,SHAHDOL,2009,Whole Year,Bajra,1.0,NA,NA
3382,3382,185173,6244afe315052cfb22f1d197,Madhya Pradesh,SHIVPURI,2009,Rabi,Small millets,1.0,NA,NA
3383,3383,185207,6244afe315052cfb22f1d1b9,Madhya Pradesh,SIDHI,2009,Rabi,Cowpea(Lobia),1.0,NA,NA
3384,3384,185209,6244afe315052cfb22f1d1bb,Madhya Pradesh,SIDHI,2009,Whole Year,Bajra,1.0,NA,NA
3385,3385,185255,6244afe315052cfb22f1d1e9,Madhya Pradesh,SINGRAULI,2009,Whole Year,Mesta,1.0,NA,NA
3386,3386,185264,6244afe315052cfb22f1d1f2,Madhya Pradesh,SINGRAULI,2009,Whole Year,Soyabean,1.0,NA,NA
3387,3387,185336,6244afe315052cfb22f1d23a,Madhya Pradesh,UMARIA,2009,Rabi,Moong(Green Gram),1.0,1.0,NA
3388,3388,186708,6244afe315052cfb22f1d796,Odisha,GAJAPATI,2009,Autumn,Rice,1000.0,1000.0,1000.0
3389,3389,186835,6244afe315052cfb22f1d815,Odisha,KANDHAMAL,2009,Summer,Moong(Green Gram),1.0,0.34,0.2
3390,3390,187164,6244afe315052cfb22f1d95e,Puducherry,PONDICHERRY,2009,Kharif,Sweet potato,1.0,25.25,NA
3391,3391,187166,6244afe315052cfb22f1d960,Puducherry,PONDICHERRY,2009,Kharif,Turmeric,3.0,4.5,NA
3392,3392,187297,6244afe315052cfb22f1d9e3,Punjab,MANSA,2009,Kharif,Sesamum,100.0,100.0,100.0
3393,3393,187335,6244afe315052cfb22f1da09,Punjab,RUPNAGAR,2009,Kharif,Sesamum,200.0,100.0,100.0
3394,3394,187336,6244afe315052cfb22f1da0a,Punjab,RUPNAGAR,2009,Kharif,Urad,100.0,100.0,100.0
3395,3395,187344,6244afe315052cfb22f1da12,Punjab,S.A.S NAGAR,2009,Kharif,Sesamum,100.0,100.0,100.0
3396,3396,187368,6244afe315052cfb22f1da2a,Punjab,TARN TARAN,2009,Kharif,Urad,100.0,NA,NA
3397,3397,187372,6244afe315052cfb22f1da2e,Rajasthan,AJMER,2009,Kharif,Arhar/Tur,6.0,9.5,12.0
3398,3398,187380,6244afe315052cfb22f1da36,Rajasthan,AJMER,2009,Kharif,Moth,2022.0,627.0,532.5
3399,3399,187381,6244afe315052cfb22f1da37,Rajasthan,AJMER,2009,Kharif,Other Kharif pulses,1276.0,711.0,613.5
3400,3400,187398,6244afe315052cfb22f1da48,Rajasthan,AJMER,2009,Whole Year,Potato,1.0,10.0,NA
3401,3401,187400,6244afe315052cfb22f1da4a,Rajasthan,AJMER,2009,Whole Year,Sweet potato,123.0,147.5,161.0
3402,3402,187408,6244afe315052cfb22f1da52,Rajasthan,ALWAR,2009,Kharif,Moth,13.0,8.0,6.5
3403,3403,187421,6244afe315052cfb22f1da5f,Rajasthan,ALWAR,2009,Whole Year,Banana,4.0,NA,NA
3404,3404,187430,6244afe315052cfb22f1da68,Rajasthan,ALWAR,2009,Whole Year,Sweet potato,20.0,83.0,101.0
3405,3405,187453,6244afe315052cfb22f1da7f,Rajasthan,BANSWARA,2009,Whole Year,Banana,5.0,NA,NA
3406,3406,187470,6244afe315052cfb22f1da90,Rajasthan,BARAN,2009,Kharif,Other Kharif pulses,3.0,1.0,1.0
3407,3407,187494,6244afe315052cfb22f1daa8,Rajasthan,BARMER,2009,Kharif,Jowar,2074.0,788.33,219.0
3408,3408,187507,6244afe315052cfb22f1dab5,Rajasthan,BARMER,2009,Whole Year,Potato,1.0,1.0,NA
3409,3409,187535,6244afe315052cfb22f1dad1,Rajasthan,BHARATPUR,2009,Whole Year,Sweet potato,96.0,690.5,920.0
3410,3410,187538,6244afe315052cfb22f1dad4,Rajasthan,BHILWARA,2009,Kharif,Castor seed,29.0,6.33,6.5
3411,3411,187565,6244afe315052cfb22f1daef,Rajasthan,BHILWARA,2009,Whole Year,Sweet potato,6.0,65.0,65.0
3412,3412,187566,6244afe315052cfb22f1daf0,Rajasthan,BHILWARA,2009,Whole Year,Tobacco,1.0,4.67,1.5
3413,3413,187567,6244afe315052cfb22f1daf1,Rajasthan,BIKANER,2009,Kharif,Arhar/Tur,2.0,1.0,1.0
3414,3414,187596,6244afe315052cfb22f1db0e,Rajasthan,BUNDI,2009,Kharif,Other Kharif pulses,2.0,2.0,2.0
3415,3415,187612,6244afe315052cfb22f1db1e,Rajasthan,BUNDI,2009,Whole Year,Guar seed,102.0,730.0,870.5
3416,3416,187616,6244afe315052cfb22f1db22,Rajasthan,BUNDI,2009,Whole Year,Sweet potato,109.0,1138.0,1995.0
3417,3417,187658,6244afe315052cfb22f1db4c,Rajasthan,CHURU,2009,Rabi,Linseed,3.0,NA,NA
3418,3418,187685,6244afe315052cfb22f1db67,Rajasthan,DAUSA,2009,Whole Year,Dry chillies,45.0,43.67,26.5
3419,3419,187694,6244afe315052cfb22f1db70,Rajasthan,DHOLPUR,2009,Kharif,Castor seed,4.0,1.0,NA
3420,3420,187700,6244afe315052cfb22f1db76,Rajasthan,DHOLPUR,2009,Kharif,Moth,3.0,4.0,4.0
3421,3421,187719,6244afe315052cfb22f1db89,Rajasthan,DHOLPUR,2009,Whole Year,Sweet potato,32.0,71.5,103.0
3422,3422,187728,6244afe315052cfb22f1db92,Rajasthan,DUNGARPUR,2009,Kharif,Mesta,4.0,NA,NA
3423,3423,187769,6244afe315052cfb22f1dbbb,Rajasthan,GANGANAGAR,2009,Rabi,Small millets,13.0,NA,NA
3424,3424,187777,6244afe315052cfb22f1dbc3,Rajasthan,GANGANAGAR,2009,Whole Year,Sannhamp,6.0,1.0,NA
3425,3425,187787,6244afe315052cfb22f1dbcd,Rajasthan,HANUMANGARH,2009,Kharif,Other Kharif pulses,2.0,1.0,1.0
3426,3426,187795,6244afe315052cfb22f1dbd5,Rajasthan,HANUMANGARH,2009,Rabi,Other  Rabi pulses,1.0,2.0,NA
3427,3427,187803,6244afe315052cfb22f1dbdd,Rajasthan,HANUMANGARH,2009,Whole Year,Sannhamp,1.0,NA,NA
3428,3428,187808,6244afe315052cfb22f1dbe2,Rajasthan,JAIPUR,2009,Kharif,Cotton(lint),106.0,37.0,38.0
3429,3429,187816,6244afe315052cfb22f1dbea,Rajasthan,JAIPUR,2009,Kharif,Small millets,1.0,NA,NA
3430,3430,187829,6244afe315052cfb22f1dbf7,Rajasthan,JAIPUR,2009,Whole Year,Sannhamp,2.0,2.33,3.0
3431,3431,187831,6244afe315052cfb22f1dbf9,Rajasthan,JAIPUR,2009,Whole Year,Sweet potato,5.0,31.0,31.0
3432,3432,187838,6244afe315052cfb22f1dc00,Rajasthan,JAISALMER,2009,Kharif,Jowar,495.0,1521.67,1389.0
3433,3433,187852,6244afe315052cfb22f1dc0e,Rajasthan,JAISALMER,2009,Whole Year,Potato,7.0,19.0,19.0
3434,3434,187863,6244afe315052cfb22f1dc19,Rajasthan,JALORE,2009,Kharif,Sesamum,25281.0,4179.67,3458.5
3435,3435,187881,6244afe315052cfb22f1dc2b,Rajasthan,JALORE,2009,Whole Year,Sweet potato,52.0,293.5,482.0
3436,3436,187908,6244afe315052cfb22f1dc46,Rajasthan,JHALAWAR,2009,Whole Year,Sannhamp,6.0,NA,NA
3437,3437,187910,6244afe315052cfb22f1dc48,Rajasthan,JHALAWAR,2009,Whole Year,Sweet potato,121.0,300.5,366.0
3438,3438,187911,6244afe315052cfb22f1dc49,Rajasthan,JHUNJHUNU,2009,Kharif,Arhar/Tur,1.0,NA,NA
3439,3439,187933,6244afe315052cfb22f1dc5f,Rajasthan,JHUNJHUNU,2009,Whole Year,Sannhamp,2.0,2.0,2.0
3440,3440,187934,6244afe315052cfb22f1dc60,Rajasthan,JHUNJHUNU,2009,Whole Year,Sweet potato,5.0,15.0,18.0
3441,3441,187957,6244afe315052cfb22f1dc77,Rajasthan,JODHPUR,2009,Whole Year,Sweet potato,14.0,19.5,33.0
3442,3442,187967,6244afe315052cfb22f1dc81,Rajasthan,KARAULI,2009,Kharif,Other Kharif pulses,2.0,1.0,1.0
3443,3443,187983,6244afe315052cfb22f1dc91,Rajasthan,KARAULI,2009,Whole Year,Sannhamp,47.0,7.33,9.5
3444,3444,187985,6244afe315052cfb22f1dc93,Rajasthan,KARAULI,2009,Whole Year,Sweet potato,9.0,46.5,49.0
3445,3445,187995,6244afe315052cfb22f1dc9d,Rajasthan,KOTA,2009,Kharif,Other Kharif pulses,10.0,1.67,1.0
3446,3446,188013,6244afe315052cfb22f1dcaf,Rajasthan,KOTA,2009,Whole Year,Sannhamp,5.0,3.0,3.0
3447,3447,188039,6244afe315052cfb22f1dcc9,Rajasthan,NAGAUR,2009,Whole Year,Sweet potato,383.0,652.0,846.0
3448,3448,188040,6244afe315052cfb22f1dcca,Rajasthan,PALI,2009,Kharif,Arhar/Tur,93.0,39.33,47.0
3449,3449,188044,6244afe315052cfb22f1dcce,Rajasthan,PALI,2009,Kharif,Groundnut,1587.0,1595.67,1393.0
3450,3450,188062,6244afe315052cfb22f1dce0,Rajasthan,PALI,2009,Whole Year,Sannhamp,10.0,16.33,18.5
3451,3451,188063,6244afe315052cfb22f1dce1,Rajasthan,PALI,2009,Whole Year,Sweet potato,1.0,11.5,15.0
3452,3452,188100,6244afe315052cfb22f1dd06,Rajasthan,RAJSAMAND,2009,Kharif,Moth,12.0,8.67,6.5
3453,3453,188105,6244afe315052cfb22f1dd0b,Rajasthan,RAJSAMAND,2009,Kharif,Soyabean,1.0,20.0,20.0
3454,3454,188112,6244afe315052cfb22f1dd12,Rajasthan,RAJSAMAND,2009,Whole Year,Banana,1.0,NA,NA
3455,3455,188122,6244afe315052cfb22f1dd1c,Rajasthan,RAJSAMAND,2009,Whole Year,Turmeric,1.0,5.0,5.0
3456,3456,188131,6244afe315052cfb22f1dd25,Rajasthan,SAWAI MADHOPUR,2009,Kharif,Other Kharif pulses,2.0,3.33,3.0
3457,3457,188151,6244afe315052cfb22f1dd39,Rajasthan,SAWAI MADHOPUR,2009,Whole Year,Sweet potato,15.0,36.0,60.0
3458,3458,188152,6244afe315052cfb22f1dd3a,Rajasthan,SAWAI MADHOPUR,2009,Whole Year,Turmeric,1.0,2.0,2.0
3459,3459,188177,6244afe315052cfb22f1dd53,Rajasthan,SIKAR,2009,Whole Year,Sweet potato,50.0,700.0,910.0
3460,3460,188178,6244afe315052cfb22f1dd54,Rajasthan,SIROHI,2009,Kharif,Arhar/Tur,311.0,437.0,538.5
3461,3461,188186,6244afe315052cfb22f1dd5c,Rajasthan,SIROHI,2009,Kharif,Moth,14.0,40.5,39.0
3462,3462,188205,6244afe315052cfb22f1dd6f,Rajasthan,TONK,2009,Kharif,Arhar/Tur,2.0,4.0,NA
3463,3463,188207,6244afe315052cfb22f1dd71,Rajasthan,TONK,2009,Kharif,Castor seed,32.0,11.0,6.5
3464,3464,188217,6244afe315052cfb22f1dd7b,Rajasthan,TONK,2009,Kharif,Small millets,1.0,NA,NA
3465,3465,188230,6244afe315052cfb22f1dd88,Rajasthan,TONK,2009,Whole Year,Garlic,1.0,17.67,25.5
3466,3466,188234,6244afe315052cfb22f1dd8c,Rajasthan,TONK,2009,Whole Year,Sannhamp,12.0,1.5,1.0
3467,3467,188236,6244afe315052cfb22f1dd8e,Rajasthan,TONK,2009,Whole Year,Sweet potato,61.0,219.0,130.0
3468,3468,188259,6244afe315052cfb22f1dda5,Rajasthan,UDAIPUR,2009,Rabi,Small millets,7.0,5.0,5.0
3469,3469,188398,6244afe315052cfb22f1de30,Tamil Nadu,DHARMAPURI,2009,Whole Year,Black pepper,1.0,1.0,NA
3470,3470,188461,6244afe315052cfb22f1de6f,Tamil Nadu,ERODE,2009,Whole Year,Black pepper,3.0,1.33,1.0
3471,3471,188462,6244afe315052cfb22f1de70,Tamil Nadu,ERODE,2009,Whole Year,Cardamom,2.0,1.0,1.0
3472,3472,188466,6244afe315052cfb22f1de74,Tamil Nadu,ERODE,2009,Whole Year,Coriander,1.0,1.0,NA
3473,3473,188494,6244afe315052cfb22f1de90,Tamil Nadu,KANCHIPURAM,2009,Whole Year,Castor seed,2.0,1.5,1.5
3474,3474,188499,6244afe315052cfb22f1de95,Tamil Nadu,KANCHIPURAM,2009,Whole Year,Horse-gram,1.0,11.0,20.0
3475,3475,188558,6244afe315052cfb22f1ded0,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Black pepper,2.0,1.0,1.0
3476,3476,188559,6244afe315052cfb22f1ded1,Tamil Nadu,KRISHNAGIRI,2009,Whole Year,Cardamom,2.0,NA,NA
3477,3477,188603,6244afe315052cfb22f1defd,Tamil Nadu,MADURAI,2009,Whole Year,Rapeseed &Mustard,1.0,1.0,1.0
3478,3478,188612,6244afe315052cfb22f1df06,Tamil Nadu,NAGAPATTINAM,2009,Whole Year,Arecanut,1.0,1.75,2.0
3479,3479,188676,6244afe315052cfb22f1df46,Tamil Nadu,PERAMBALUR,2009,Whole Year,Rapeseed &Mustard,4.0,NA,NA
3480,3480,188689,6244afe315052cfb22f1df53,Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,Castor seed,1.0,1.0,1.0
3481,3481,188768,6244afe315052cfb22f1dfa2,Tamil Nadu,SIVAGANGA,2009,Whole Year,Coriander,1.0,3.33,3.5
3482,3482,188771,6244afe315052cfb22f1dfa5,Tamil Nadu,SIVAGANGA,2009,Whole Year,Gram,1.0,3.0,1.0
3483,3483,188791,6244afe315052cfb22f1dfb9,Tamil Nadu,THANJAVUR,2009,Whole Year,Castor seed,1.0,1.0,1.0
3484,3484,188897,6244afe315052cfb22f1e023,Tamil Nadu,TIRUCHIRAPPALLI,2009,Whole Year,Black pepper,1.0,NA,NA
3485,3485,188912,6244afe315052cfb22f1e032,Tamil Nadu,TIRUCHIRAPPALLI,2009,Whole Year,Rapeseed &Mustard,1.0,NA,NA
3486,3486,189018,6244afe315052cfb22f1e09c,Tamil Nadu,TUTICORIN,2009,Whole Year,Horse-gram,1.0,6.0,8.5
3487,3487,189037,6244afe315052cfb22f1e0af,Tamil Nadu,VELLORE,2009,Whole Year,Cardamom,4.0,NA,NA
3488,3488,189069,6244afe315052cfb22f1e0cf,Tamil Nadu,VILLUPURAM,2009,Whole Year,Cardamom,1.0,NA,NA
3489,3489,189270,6244afe315052cfb22f1e198,Telangana,MEDAK,2009,Kharif,Urad,23743.0,11550.5,11612.0
3490,3490,189305,6244afe315052cfb22f1e1bb,Telangana,NALGONDA,2009,Kharif,Moong(Green Gram),12481.0,13247.83,15878.0
3491,3491,189617,6244afe315052cfb22f1e2f3,Uttar Pradesh,AMBEDKAR NAGAR,2009,Kharif,Moong(Green Gram),1.0,3.6,NA
3492,3492,189669,6244afe315052cfb22f1e327,Uttar Pradesh,AURAIYA,2009,Kharif,Sannhamp,2.0,1.67,2.0
3493,3493,189699,6244afe315052cfb22f1e345,Uttar Pradesh,AZAMGARH,2009,Kharif,Moong(Green Gram),1.0,1.5,1.0
3494,3494,189790,6244afe315052cfb22f1e3a0,Uttar Pradesh,BALLIA,2009,Kharif,Moong(Green Gram),1.0,5.0,10.0
3495,3495,190150,6244afe315052cfb22f1e508,Uttar Pradesh,ETAH,2009,Kharif,Sannhamp,1.0,3.33,2.5
3496,3496,190237,6244afe315052cfb22f1e55f,Uttar Pradesh,FARRUKHABAD,2009,Kharif,Sannhamp,1.0,1.0,NA
3497,3497,190331,6244afe315052cfb22f1e5bd,Uttar Pradesh,GAUTAM BUDDHA NAGAR,2009,Kharif,Moong(Green Gram),3.0,1.75,1.0
3498,3498,190792,6244afe315052cfb22f1e78a,Uttar Pradesh,KAUSHAMBI,2009,Rabi,Linseed,1.0,2.57,2.0
3499,3499,191055,6244afe315052cfb22f1e891,Uttar Pradesh,MAU,2009,Kharif,Moong(Green Gram),1.0,1.0,NA
3500,3500,191386,6244afe315052cfb22f1e9dc,Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Rabi,Linseed,1.0,1.0,1.0
3501,3501,192017,6244afe315052cfb22f1ec53,West Bengal,BANKURA,2009,Kharif,Urad,2.0,3.71,4.5
3502,3502,192668,6244afe315052cfb22f1eede,Andhra Pradesh,KRISHNA,2008,Rabi,Rapeseed &Mustard,2.0,1715.2,NA
3503,3503,194060,6244afe315052cfb22f1f44e,Bihar,AURANGABAD,2008,Kharif,Urad,1.0,17.75,1.0
3504,3504,195149,6244afe315052cfb22f1f88f,Chhattisgarh,BASTAR,2008,Kharif,Coconut,51.0,NA,NA
3505,3505,195167,6244afe315052cfb22f1f8a1,Chhattisgarh,BASTAR,2008,Rabi,Horse-gram,1.0,12.0,12.0
3506,3506,195189,6244afe315052cfb22f1f8b7,Chhattisgarh,BIJAPUR,2008,Kharif,Coconut,21.0,NA,NA
3507,3507,195202,6244afe315052cfb22f1f8c4,Chhattisgarh,BIJAPUR,2008,Kharif,Sunflower,2.0,NA,NA
3508,3508,195215,6244afe315052cfb22f1f8d1,Chhattisgarh,BIJAPUR,2008,Whole Year,Turmeric,11.0,9.29,9.0
3509,3509,195217,6244afe315052cfb22f1f8d3,Chhattisgarh,BILASPUR,2008,Kharif,Castor seed,1.0,34.5,2.0
3510,3510,195255,6244afe315052cfb22f1f8f9,Chhattisgarh,DANTEWADA,2008,Kharif,Coconut,4.0,NA,NA
3511,3511,195269,6244afe315052cfb22f1f907,Chhattisgarh,DANTEWADA,2008,Kharif,Sunflower,1.0,1.5,1.0
3512,3512,195274,6244afe315052cfb22f1f90c,Chhattisgarh,DANTEWADA,2008,Rabi,Other  Rabi pulses,3.0,3.0,NA
3513,3513,195294,6244afe315052cfb22f1f920,Chhattisgarh,DHAMTARI,2008,Kharif,Potato,20.0,89.0,181.0
3514,3514,195333,6244afe315052cfb22f1f947,Chhattisgarh,DURG,2008,Kharif,Other Kharif pulses,1.0,1.0,1.0
3515,3515,195371,6244afe315052cfb22f1f96d,Chhattisgarh,JANJGIR-CHAMPA,2008,Kharif,Potato,17.0,163.6,143.0
3516,3516,195442,6244afe315052cfb22f1f9b4,Chhattisgarh,KABIRDHAM,2008,Kharif,Horse-gram,32.0,NA,NA
3517,3517,195469,6244afe315052cfb22f1f9cf,Chhattisgarh,KABIRDHAM,2008,Whole Year,Sannhamp,1.0,NA,NA
3518,3518,195518,6244afe315052cfb22f1fa00,Chhattisgarh,KORBA,2008,Kharif,Potato,1.0,7.0,7.0
3519,3519,195554,6244afe315052cfb22f1fa24,Chhattisgarh,KOREA,2008,Kharif,Other Kharif pulses,330.0,NA,NA
3520,3520,195560,6244afe315052cfb22f1fa2a,Chhattisgarh,KOREA,2008,Kharif,Sunflower,1.0,NA,NA
3521,3521,195567,6244afe315052cfb22f1fa31,Chhattisgarh,KOREA,2008,Rabi,Other  Rabi pulses,68.0,158.0,NA
3522,3522,195587,6244afe315052cfb22f1fa45,Chhattisgarh,MAHASAMUND,2008,Kharif,Niger seed,1.0,NA,NA
3523,3523,195685,6244afe315052cfb22f1faa7,Chhattisgarh,RAIPUR,2008,Kharif,Coconut,1.0,NA,NA
3524,3524,195694,6244afe315052cfb22f1fab0,Chhattisgarh,RAIPUR,2008,Kharif,Potato,6.0,15.0,15.0
3525,3525,195726,6244afe315052cfb22f1fad0,Chhattisgarh,RAJNANDGAON,2008,Kharif,Castor seed,1.0,NA,NA
3526,3526,195735,6244afe315052cfb22f1fad9,Chhattisgarh,RAJNANDGAON,2008,Kharif,Potato,10.0,82.0,8.0
3527,3527,195824,6244afe315052cfb22f1fb32,Goa,SOUTH GOA,2008,Kharif,Groundnut,2.0,33.0,33.0
3528,3528,196409,6244afe315052cfb22f1fd7b,Haryana,AMBALA,2008,Kharif,Arhar/Tur,7.0,NA,NA
3529,3529,196410,6244afe315052cfb22f1fd7c,Haryana,AMBALA,2008,Kharif,Bajra,286.0,NA,NA
3530,3530,196411,6244afe315052cfb22f1fd7d,Haryana,AMBALA,2008,Kharif,Cotton(lint),6.0,NA,NA
3531,3531,196412,6244afe315052cfb22f1fd7e,Haryana,AMBALA,2008,Kharif,Groundnut,1.0,NA,NA
3532,3532,196413,6244afe315052cfb22f1fd7f,Haryana,AMBALA,2008,Kharif,Horse-gram,3.0,NA,NA
3533,3533,196415,6244afe315052cfb22f1fd81,Haryana,AMBALA,2008,Kharif,Moong(Green Gram),2.0,NA,NA
3534,3534,196417,6244afe315052cfb22f1fd83,Haryana,AMBALA,2008,Kharif,Sesamum,2.0,NA,NA
3535,3535,196419,6244afe315052cfb22f1fd85,Haryana,AMBALA,2008,Rabi,Barley,9.0,NA,NA
3536,3536,196420,6244afe315052cfb22f1fd86,Haryana,AMBALA,2008,Rabi,Gram,83.0,NA,NA
3537,3537,196422,6244afe315052cfb22f1fd88,Haryana,AMBALA,2008,Rabi,Peas & beans (Pulses),9.0,25.0,NA
3538,3538,196426,6244afe315052cfb22f1fd8c,Haryana,AMBALA,2008,Whole Year,Coriander,14.0,NA,NA
3539,3539,196428,6244afe315052cfb22f1fd8e,Haryana,AMBALA,2008,Whole Year,Garlic,12.0,100.0,100.0
3540,3540,196432,6244afe315052cfb22f1fd92,Haryana,AMBALA,2008,Whole Year,Turmeric,3.0,7.0,NA
3541,3541,196435,6244afe315052cfb22f1fd95,Haryana,BHIWANI,2008,Kharif,Castor seed,41.0,58.5,100.0
3542,3542,196439,6244afe315052cfb22f1fd99,Haryana,BHIWANI,2008,Kharif,Maize,25.0,NA,NA
3543,3543,196446,6244afe315052cfb22f1fda0,Haryana,BHIWANI,2008,Rabi,Peas & beans (Pulses),22.0,NA,NA
3544,3544,196450,6244afe315052cfb22f1fda4,Haryana,BHIWANI,2008,Whole Year,Garlic,1.0,100.0,NA
3545,3545,196451,6244afe315052cfb22f1fda5,Haryana,BHIWANI,2008,Whole Year,Onion,2.0,300.0,300.0
3546,3546,196452,6244afe315052cfb22f1fda6,Haryana,BHIWANI,2008,Whole Year,Sannhamp,92.0,NA,NA
3547,3547,196456,6244afe315052cfb22f1fdaa,Haryana,FARIDABAD,2008,Kharif,Cotton(lint),5.0,NA,NA
3548,3548,196458,6244afe315052cfb22f1fdac,Haryana,FARIDABAD,2008,Kharif,Maize,16.0,NA,NA
3549,3549,196459,6244afe315052cfb22f1fdad,Haryana,FARIDABAD,2008,Kharif,Moong(Green Gram),29.0,950.0,1700.0
3550,3550,196461,6244afe315052cfb22f1fdaf,Haryana,FARIDABAD,2008,Kharif,Sesamum,38.0,73.0,100.0
3551,3551,196467,6244afe315052cfb22f1fdb5,Haryana,FATEHABAD,2008,Kharif,Arhar/Tur,6.0,104.33,100.0
3552,3552,196472,6244afe315052cfb22f1fdba,Haryana,FATEHABAD,2008,Kharif,Maize,18.0,NA,NA
3553,3553,196476,6244afe315052cfb22f1fdbe,Haryana,FATEHABAD,2008,Kharif,Sesamum,89.0,153.0,NA
3554,3554,196479,6244afe315052cfb22f1fdc1,Haryana,FATEHABAD,2008,Rabi,Masoor,1.0,NA,NA
3555,3555,196480,6244afe315052cfb22f1fdc2,Haryana,FATEHABAD,2008,Rabi,Peas & beans (Pulses),13.0,81.0,100.0
3556,3556,196489,6244afe315052cfb22f1fdcb,Haryana,GURGAON,2008,Kharif,Cotton(lint),12.0,NA,NA
3557,3557,196490,6244afe315052cfb22f1fdcc,Haryana,GURGAON,2008,Kharif,Groundnut,40.0,53.5,100.0
3558,3558,196492,6244afe315052cfb22f1fdce,Haryana,GURGAON,2008,Kharif,Maize,8.0,NA,NA
3559,3559,196493,6244afe315052cfb22f1fdcf,Haryana,GURGAON,2008,Kharif,Moong(Green Gram),3.0,2.0,NA
3560,3560,196497,6244afe315052cfb22f1fdd3,Haryana,GURGAON,2008,Rabi,Gram,9.0,NA,NA
3561,3561,196500,6244afe315052cfb22f1fdd6,Haryana,GURGAON,2008,Whole Year,Sugarcane,3.0,NA,NA
3562,3562,196507,6244afe315052cfb22f1fddd,Haryana,HISAR,2008,Kharif,Maize,18.0,NA,NA
3563,3563,196515,6244afe315052cfb22f1fde5,Haryana,HISAR,2008,Rabi,Masoor,3.0,100.0,100.0
3564,3564,196521,6244afe315052cfb22f1fdeb,Haryana,HISAR,2008,Whole Year,Sannhamp,1.0,NA,NA
3565,3565,196528,6244afe315052cfb22f1fdf2,Haryana,JHAJJAR,2008,Kharif,Maize,30.0,NA,NA
3566,3566,196529,6244afe315052cfb22f1fdf3,Haryana,JHAJJAR,2008,Kharif,Moong(Green Gram),30.0,8.0,NA
3567,3567,196531,6244afe315052cfb22f1fdf5,Haryana,JHAJJAR,2008,Kharif,Sesamum,31.0,11.0,NA
3568,3568,196537,6244afe315052cfb22f1fdfb,Haryana,JHAJJAR,2008,Whole Year,Sannhamp,44.0,NA,NA
3569,3569,196539,6244afe315052cfb22f1fdfd,Haryana,JHAJJAR,2008,Whole Year,Sweet potato,1.0,NA,NA
3570,3570,196543,6244afe315052cfb22f1fe01,Haryana,JIND,2008,Kharif,Jowar,279.0,NA,NA
3571,3571,196544,6244afe315052cfb22f1fe02,Haryana,JIND,2008,Kharif,Moong(Green Gram),51.0,200.0,NA
3572,3572,196545,6244afe315052cfb22f1fe03,Haryana,JIND,2008,Kharif,Moth,2.0,43.0,NA
3573,3573,196548,6244afe315052cfb22f1fe06,Haryana,JIND,2008,Kharif,Urad,2.0,NA,NA
